punto,lat,lon,year,month,daylight_hours,photoperiod_delta
Mar_Weddell,-70.0,-40.0,2020,5,3.32,-5.140000000000001
Mar_Weddell,-70.0,-40.0,2020,6,0.0,-3.32
Mar_Weddell,-70.0,-40.0,2020,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2020,8,6.77,6.77
Mar_Weddell,-70.0,-40.0,2020,9,11.32,4.550000000000001
Mar_Weddell,-70.0,-40.0,2020,10,15.71,4.390000000000001
Mar_Weddell,-70.0,-40.0,2020,11,24.0,8.29
Mar_Weddell,-70.0,-40.0,2020,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2021,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2021,2,17.39,-6.609999999999999
Mar_Weddell,-70.0,-40.0,2021,3,13.0,-4.390000000000001
Mar_Weddell,-70.0,-40.0,2021,4,8.49,-4.51
Mar_Weddell,-70.0,-40.0,2021,5,3.37,-5.12
Mar_Weddell,-70.0,-40.0,2021,6,0.0,-3.37
Mar_Weddell,-70.0,-40.0,2021,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2021,8,6.73,6.73
Mar_Weddell,-70.0,-40.0,2021,9,11.28,4.549999999999999
Mar_Weddell,-70.0,-40.0,2021,10,15.68,4.4
Mar_Weddell,-70.0,-40.0,2021,11,24.0,8.32
Mar_Weddell,-70.0,-40.0,2021,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2022,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2022,2,17.43,-6.57
Mar_Weddell,-70.0,-40.0,2022,3,13.04,-4.390000000000001
Mar_Weddell,-70.0,-40.0,2022,4,8.53,-4.51
Mar_Weddell,-70.0,-40.0,2022,5,3.43,-5.1
Mar_Weddell,-70.0,-40.0,2022,6,0.0,-3.43
Mar_Weddell,-70.0,-40.0,2022,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2022,8,6.69,6.69
Mar_Weddell,-70.0,-40.0,2022,9,11.25,4.56
Mar_Weddell,-70.0,-40.0,2022,10,15.64,4.390000000000001
Mar_Weddell,-70.0,-40.0,2022,11,24.0,8.36
Mar_Weddell,-70.0,-40.0,2022,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2023,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2023,2,17.47,-6.530000000000001
Mar_Weddell,-70.0,-40.0,2023,3,13.07,-4.399999999999999
Mar_Weddell,-70.0,-40.0,2023,4,8.57,-4.5
Mar_Weddell,-70.0,-40.0,2023,5,3.48,-5.09
Mar_Weddell,-70.0,-40.0,2023,6,0.0,-3.48
Mar_Weddell,-70.0,-40.0,2023,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2023,8,6.66,6.66
Mar_Weddell,-70.0,-40.0,2023,9,11.21,4.550000000000001
Mar_Weddell,-70.0,-40.0,2023,10,15.6,4.389999999999999
Mar_Weddell,-70.0,-40.0,2023,11,24.0,8.4
Mar_Weddell,-70.0,-40.0,2023,12,24.0,0.0
Mar_Weddell,-70.0,-40.0,2024,1,24.0,0.0
Mar_Weddell,-70.0,-40.0,2024,2,17.52,-6.48
Mar_Weddell,-70.0,-40.0,2024,3,12.96,-4.559999999999999
Mar_Weddell,-70.0,-40.0,2024,4,8.45,-4.510000000000002
Mar_Weddell,-70.0,-40.0,2024,5,3.31,-5.139999999999999
Mar_Weddell,-70.0,-40.0,2024,6,0.0,-3.31
Mar_Weddell,-70.0,-40.0,2024,7,0.0,0.0
Mar_Weddell,-70.0,-40.0,2024,8,6.78,6.78
Mar_Weddell,-70.0,-40.0,2024,9,11.32,4.54
Mar_Weddell,-70.0,-40.0,2024,10,15.72,4.4
Mar_Weddell,-70.0,-40.0,2024,11,24.0,8.28
Mar_Weddell,-70.0,-40.0,2024,12,24.0,0.0
